2.413
968944,2.757,-0.241,2.989,2.721
968948,2.761,0.179,2.915,2.788
968953,2.753,0.263,2.310,2.793
968957,2.754,0.668,2.658,2.854
968962,2.743,-0.058,2.223,2.735
968967,2.749,2.790,2.432,3.168
968971,2.764,0.866,3.294,2.894
968975,2.771,1.293,2.820,2.965
968980,2.751,1.439,1.483,2.967
968984,2.735,-2.737,2.551,2.325
968988,2.717,0.690,1.690,2.821
968993,2.715,1.790,2.232,2.984
968997,2.690,0.400,1.363,2.750
969001,2.682,3.019,1.657,3.135
969007,2.676,1.553,2.020,2.909
969011,2.668,-1.439,2.577,2.452
969015,2.678,-1.416,3.504,2.466
969020,2.657,-1.493,1.946,2.433
969024,2.667,-0.012,3.153,2.665
969028,2.676,1.561,2.791,2.910
969033,2.683,0.087,3.002,2.696
969037,2.683,-1.638,3.035,2.438
969041,2.678,-0.042,2.420,2.671
969047,2.680,-0.516,2.914,2.603
969051,2.702,0.187,3.752,2.730
969055,2.714,1.446,2.956,2.931
969060,2.714,0.156,2.675,2.737
969064,2.698,-2.195,2.398,2.369
969068,2.719,2.599,3.178,3.108
969073,2.738,0.278,3.615,2.780
969077,2.750,-0.004,3.337,2.749
969081,2.760,1.057,3.016,2.918
969085,2.771,0.851,3.121,2.898
969091,2.773,-1.745,3.285,2.512
969095,2.776,-0.310,2.998,2.730
969099,2.779,-0.455,3.023,2.711
969104,2.776,-1.073,2.842,2.615
969108,2.770,-1.752,2.844,2.507
969112,2.764,-0.684,2.647,2.662
969117,2.782,0.736,3.513,2.893
969121,2.791,-0.592,3.360,2.703
969125,2.805,2.080,3.014,3.117
969131,2.820,2.660,2.986,3.219
969135,2.820,-0.386,2.926,2.763
969139,2.819,1.248,2.471,3.006
969144,2.827,0.454,3.121,2.895
969148,2.837,0.568,3.198,2.922
969152,2.860,2.782,3.386,3.277
969157,2.841,1.171,1.685,3.017
969161,2.844,-0.790,3.148,2.725
969165,2.856,0.820,3.282,2.979
969170,2.876,-1.546,4.172,2.644
969175,2.848,-3.531,2.227,2.318
969179,2.866,0.958,3.578,3.010
969184,2.862,-0.424,2.736,2.798
969188,2.863,-1.745,3.301,2.601
969192,2.873,0.523,3.258,2.952
969197,2.882,2.232,2.850,3.217
969201,2.879,-0.477,2.807,2.807
969205,2.892,3.408,2.788,3.403
969210,2.903,0.011,3.437,2.904
969214,2.913,1.629,3.048,3.157
969219,2.915,0.118,2.986,2.932
969224,2.919,1.026,2.913,3.073
969228,2.910,0.049,2.465,2.918
969232,2.900,-0.676,2.562,2.799
969236,2.928,2.148,3.844,3.251
969241,2.952,5.370,2.941,3.758
969245,2.954,0.217,2.973,2.986
969249,2.941,0.034,2.308,2.946
969254,2.945,1.240,2.900,3.131
969259,2.929,-1.310,2.412,2.733
969263,2.929,0.668,2.805,3.030
969268,2.924,0.759,2.483,3.038
969272,2.925,-0.997,3.208,2.776
969276,2.910,-1.302,2.429,2.714
969281,2.911,0.492,2.854,2.984
969285,2.904,-0.447,2.678,2.837
969289,2.915,1.202,3.197,3.095
969294,2.914,1.568,2.528,3.149
969298,2.912,1.263,2.530,3.101
969303,2.912,4.507,1.937,3.588
969308,2.886,1.362,1.314,3.090
